ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12216,2021-05-18 18:16:05:495
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12217,2021-05-18 18:16:05:496
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12217,2021-05-18 18:16:05:496
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12217,2021-05-18 18:16:05:496
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12218,2021-05-18 18:16:05:497
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12218,2021-05-18 18:16:05:497
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12218,2021-05-18 18:16:05:497
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12219,2021-05-18 18:16:05:498
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12219,2021-05-18 18:16:05:498
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12219,2021-05-18 18:16:05:498
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12220,2021-05-18 18:16:05:499
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12220,2021-05-18 18:16:05:499
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12220,2021-05-18 18:16:05:499
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12221,2021-05-18 18:16:05:500
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12221,2021-05-18 18:16:05:500
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12221,2021-05-18 18:16:05:500
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12222,2021-05-18 18:16:05:501
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12222,2021-05-18 18:16:05:501
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12222,2021-05-18 18:16:05:501
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12223,2021-05-18 18:16:05:502
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12224,2021-05-18 18:16:05:503
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12225,2021-05-18 18:16:05:504
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12226,2021-05-18 18:16:05:505
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12227,2021-05-18 18:16:05:506
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12227,2021-05-18 18:16:05:506
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12227,2021-05-18 18:16:05:506
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12228,2021-05-18 18:16:05:507
-5.665,4.973,-7.235,-2.343,6.898,-6.565,-3.321,-1.926,-0.671,-0.205,1.233,2.569,12228,2021-05-18 18:16:05:507
-2.15,4.982,-5.528,1.052,8.461,-4.845,-3.202,-3.479,-0.683,-1.479,5.175,0.622,12481,2021-05-18 18:16:05:760
5.171,8.983,-9.419,4.641,7.397,-4.462,0.19,3.163,-2.343,-0.735,-3.159,0.501,12982,2021-05-18 18:16:06:261
-4.535,6.692,-5.298,-3.273,8.258,-4.156,-1.279,-0.85,-2.155,0.083,1.687,-0.193,13482,2021-05-18 18:16:06:761
2.258,9.357,-2.377,2.741,9.165,-2.16,-0.191,-0.536,0.19,0.222,-0.04,1.504,13982,2021-05-18 18:16:07:261
3.862,6.792,-2.569,-1.688,8.82,-3.94,5.55,-2.028,1.371,-0.678,-0.83,-1.654,14482,2021-05-18 18:16:07:761
-2.528,6.172,-4.685,-1.363,8.679,-4.358,-0.981,-1.721,-1.079,-1.332,3.759,0.271,14982,2021-05-18 18:16:08:261
5.562,8.701,-7.331,4.454,7.708,-4.114,-0.379,0.26,-2.53,-0.465,-3.168,0.306,15481,2021-05-18 18:16:08:760
-3.462,7.784,-4.195,-3.148,8.525,-3.686,0.275,-0.122,-0.313,-0.036,0.012,-0.642,16070,2021-05-18 18:16:09:349
-0.464,0.697,-3.417,1.367,9.198,-3.114,-15.093,5.801,2.072,-1.669,1.876,2.122,16482,2021-05-18 18:16:09:761
2.768,7.544,-5.863,0.417,7.991,-5.67,2.351,-0.447,-0.194,-0.977,-4.919,-0.809,16982,2021-05-18 18:16:10:261
-6.249,7.18,2.729,-7.606,5.655,2.518,-2.292,-0.661,2.618,-1.629,1.833,2.809,17482,2021-05-18 18:16:10:761
9.517,12.665,-3.031,7.837,5.666,1.628,2.576,9.927,-6.462,4.266,6.398,4.136,17982,2021-05-18 18:16:11:261
5.851,4.334,-4.671,4.899,7.257,-4.417,0.952,-2.923,-0.254,-2.062,-3.272,0.544,18482,2021-05-18 18:16:11:761
-3.074,8.164,-4.085,-2.263,8.976,-3.237,0.448,-1.36,1.642,-0.139,2.95,-2.617,18982,2021-05-18 18:16:12:261
6.098,10.518,-2.643,5.702,7.813,-1.617,-0.553,0.66,-2.52,-0.689,-0.247,1.425,19482,2021-05-18 18:16:12:761
1.535,8.124,-5.533,2.416,8.535,-4.182,-0.881,-0.411,-1.351,-1.206,-3.343,-0.142,19982,2021-05-18 18:16:13:261
0.622,9.957,-6.649,0.973,9.416,-2.561,-0.351,0.541,-4.087,-1.556,6.037,2.545,20482,2021-05-18 18:16:13:761
3.103,3.773,0.036,3.464,8.826,2.507,-1.556,-6.458,-4.649,-1.205,2.235,-1.863,20981,2021-05-18 18:16:14:260
3.127,7.221,5.004,4.537,8.064,3.25,-1.549,2.933,0.886,-0.918,1.094,-0.145,21482,2021-05-18 18:16:14:761
-6.115,7.108,6.682,0.643,7.83,5.869,-6.071,-0.241,0.19,-2.134,0.084,-2.084,21982,2021-05-18 18:16:15:261
-2.116,7.518,1.563,-2.263,9.072,2.958,0.281,-1.908,-1.383,0.806,0.679,-1.217,22482,2021-05-18 18:16:15:761
0.345,9.404,3.366,1.082,9.331,2.816,-0.299,0.013,-0.146,1.42,-0.47,0.894,22982,2021-05-18 18:16:16:261
3.177,10.621,0.567,3.79,8.979,1.088,-1.624,-0.126,-0.735,0.059,0.18,0.63,23481,2021-05-18 18:16:16:760
1.188,9.876,0.979,2.086,9.411,1.806,-0.209,-1.611,-1.996,-0.569,2.512,0.633,23981,2021-05-18 18:16:17:260
2.653,7.958,1.006,3.376,9.058,1.654,-0.643,1.481,-0.794,0.183,1.108,1.217,24571,2021-05-18 18:16:17:850
2.653,7.958,1.006,3.376,9.058,1.654,-0.643,1.481,-0.794,0.183,1.108,1.217,24572,2021-05-18 18:16:17:851
2.653,7.958,1.006,3.376,9.058,1.654,-0.643,1.481,-0.794,0.183,1.108,1.217,24572,2021-05-18 18:16:17:851
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24573,2021-05-18 18:16:17:852
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24574,2021-05-18 18:16:17:853
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24574,2021-05-18 18:16:17:853
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24583,2021-05-18 18:16:17:862
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24584,2021-05-18 18:16:17:863
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24584,2021-05-18 18:16:17:863
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24585,2021-05-18 18:16:17:864
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24586,2021-05-18 18:16:17:865
4.171,11.729,0.785,4.448,8.521,1.943,-0.278,3.208,-1.158,0.246,1.106,1.75,24586,2021-05-18 18:16:17:865
1.848,4.017,10.336,4.074,7.635,4.613,-3.154,-3.313,5.083,0.178,-0.34,0.183,24840,2021-05-18 18:16:18:119
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,-0.992,2.014,0.126,0.571,0.14,25501,2021-05-18 18:16:18:780
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,-0.992,2.014,0.126,0.571,0.14,25502,2021-05-18 18:16:18:781
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,-0.992,2.014,0.126,0.571,0.14,25502,2021-05-18 18:16:18:781
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,-0.992,2.014,0.126,0.571,0.14,25503,2021-05-18 18:16:18:782
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,-0.992,2.014,0.126,0.571,0.14,25504,2021-05-18 18:16:18:783
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,-0.992,2.014,0.126,0.571,0.14,25504,2021-05-18 18:16:18:783
2.334,5.157,7.752,2.511,7.405,5.919,-0.339,1.708,-3.501,-0.134,-0.466,-0.054,25504,2021-05-18 18:16:18:783
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25505,2021-05-18 18:16:18:784
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25506,2021-05-18 18:16:18:785
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25506,2021-05-18 18:16:18:785
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25507,2021-05-18 18:16:18:786
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25507,2021-05-18 18:16:18:786
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25507,2021-05-18 18:16:18:786
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25507,2021-05-18 18:16:18:786
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25508,2021-05-18 18:16:18:787
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25508,2021-05-18 18:16:18:787
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25508,2021-05-18 18:16:18:787
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25508,2021-05-18 18:16:18:787
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25509,2021-05-18 18:16:18:788
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25509,2021-05-18 18:16:18:788
0.034,8.961,2.703,2.249,7.254,6.204,-2.216,1.708,-3.501,-0.134,-0.466,-0.054,25509,2021-05-18 18:16:18:788
-0.086,8.001,3.797,1.51,7.944,5.548,-1.596,0.057,-1.751,0.285,1.285,0.313,25781,2021-05-18 18:16:19:060
-1.36,7.927,3.203,0.563,8.664,4.559,-1.923,-0.737,-1.356,-0.217,0.073,-0.021,26390,2021-05-18 18:16:19:669
-1.36,7.927,3.203,0.563,8.664,4.559,-1.923,-0.737,-1.356,-0.217,0.073,-0.021,26392,2021-05-18 18:16:19:671
-1.36,7.927,3.203,0.563,8.664,4.559,-1.923,-0.737,-1.356,-0.217,0.073,-0.021,26393,2021-05-18 18:16:19:672
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26394,2021-05-18 18:16:19:673
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26394,2021-05-18 18:16:19:673
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26395,2021-05-18 18:16:19:674
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26395,2021-05-18 18:16:19:674
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26396,2021-05-18 18:16:19:675
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26397,2021-05-18 18:16:19:676
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26398,2021-05-18 18:16:19:677
-1.12,8.147,3.455,0.182,8.831,4.26,-1.303,-0.684,-0.805,-0.227,0.142,-0.024,26398,2021-05-18 18:16:19:677
0.376,9.864,3.44,0.203,8.529,4.836,0.722,1.342,-1.264,0.475,0.738,0.511,26672,2021-05-18 18:16:19:951
-0.251,8.985,0.553,0.801,9.742,0.782,-1.181,-0.775,-1.444,-0.334,-0.268,1.066,27269,2021-05-18 18:16:20:548
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27275,2021-05-18 18:16:20:554
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27275,2021-05-18 18:16:20:554
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27276,2021-05-18 18:16:20:555
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27276,2021-05-18 18:16:20:555
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27277,2021-05-18 18:16:20:556
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27278,2021-05-18 18:16:20:557
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27279,2021-05-18 18:16:20:558
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27279,2021-05-18 18:16:20:558
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27280,2021-05-18 18:16:20:559
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27280,2021-05-18 18:16:20:559
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27280,2021-05-18 18:16:20:559
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27281,2021-05-18 18:16:20:560
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27281,2021-05-18 18:16:20:560
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27281,2021-05-18 18:16:20:560
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27281,2021-05-18 18:16:20:560
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27282,2021-05-18 18:16:20:561
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27282,2021-05-18 18:16:20:561
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27282,2021-05-18 18:16:20:561
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27283,2021-05-18 18:16:20:562
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27284,2021-05-18 18:16:20:563
6.512,10.35,-0.613,1.478,9.65,0.925,5.035,0.7,-1.538,-0.632,0.968,0.303,27284,2021-05-18 18:16:20:563
